par_state,par_county,kid_race,par_pctile,shrunk_xkid_stubalance2020,county_name
8,47,Hispanic,50,4069,Gilpin
8,47,Pooled,50,8348.580808080807,Gilpin
8,49,Pooled,-9,8692.040000000001,Grand
8,49,Pooled,75,8469,Grand
8,49,Hispanic,50,6882,Grand
8,49,Pooled,25,8933.666666666666,Grand
8,49,White,75,9533,Grand
8,49,White,25,9556,Grand
8,49,White,-9,9543.823529411764,Grand
8,49,Hispanic,25,7689,Grand
8,49,Hispanic,75,6075,Grand
8,49,Pooled,50,8701.333333333332,Grand
8,49,White,50,9544.5,Grand
8,49,Hispanic,-9,6882,Grand
8,51,Hispanic,-9,11235,Gunnison
8,51,Hispanic,50,11235,Gunnison
8,51,Pooled,-9,12854.74137931034,Gunnison
8,51,Pooled,25,15571.09090909091,Gunnison
8,51,White,75,10420,Gunnison
8,51,Pooled,75,10405.5737704918,Gunnison
8,51,White,25,15830,Gunnison
8,51,Hispanic,25,12270,Gunnison
8,51,Hispanic,75,10200,Gunnison
8,51,White,50,13125,Gunnison
8,51,Pooled,50,12988.33233979136,Gunnison
8,51,White,-9,12974.72222222222,Gunnison
8,53,White,75,13050,Hinsdale
8,53,Pooled,25,8530,Hinsdale
8,53,Pooled,50,10790,Hinsdale
8,53,Pooled,-9,10790,Hinsdale
8,53,Pooled,75,13050,Hinsdale
8,53,White,-9,10790,Hinsdale
8,53,White,50,10790,Hinsdale
8,53,White,25,8530,Hinsdale
8,55,White,50,12449.5,Huerfano
8,55,White,25,8839,Huerfano
8,55,White,-9,10750.44117647059,Huerfano
8,55,White,75,16060,Huerfano
8,55,Pooled,25,9093.693877551021,Huerfano
8,55,Pooled,-9,10530.4696969697,Huerfano
8,55,Hispanic,75,13110,Huerfano
8,55,Pooled,75,14671.76470588235,Huerfano
8,55,Hispanic,25,9359,Huerfano
8,55,Hispanic,-9,10296.75,Huerfano
8,55,Hispanic,50,11234.5,Huerfano
8,55,Pooled,50,11882.72929171669,Huerfano
8,57,Hispanic,75,38840,Jackson
8,57,White,-9,6804.5,Jackson
8,57,Hispanic,25,7918,Jackson
8,57,White,25,6257,Jackson
8,57,Pooled,-9,15091.75,Jackson
8,57,Pooled,75,23096,Jackson
8,57,Hispanic,50,23379,Jackson
8,57,Hispanic,-9,23379,Jackson
8,57,White,50,6804.5,Jackson
8,57,Pooled,50,15091.75,Jackson
8,57,Pooled,25,7087.5,Jackson
8,57,White,75,7352,Jackson
8,59,AIAN,25,9197,Jefferson
8,59,Asian,-9,14287.36040609137,Jefferson
8,59,Pooled,50,11242.97086279451,Jefferson
8,59,White,50,11150,Jefferson
8,59,White,75,12010,Jefferson
8,59,Hispanic,-9,11122.0618556701,Jefferson
8,59,White,25,10290,Jefferson
8,59,Pooled,-9,11622.18437089258,Jefferson
8,59,Asian,50,14080,Jefferson
8,59,Asian,75,15030,Jefferson
8,59,Hispanic,50,11076,Jefferson
8,59,Black,50,19425,Jefferson
8,59,AIAN,75,7330,Jefferson
8,59,Black,25,18600,Jefferson
8,59,Pooled,25,10262.54520654715,Jefferson
8,59,Black,-9,19315,Jefferson
8,59,Asian,25,13130,Jefferson
8,59,Black,75,20250,Jefferson
8,59,AIAN,-9,8352.404761904761,Jefferson
8,59,Hispanic,25,8842,Jefferson
8,59,White,-9,11538.03394625177,Jefferson
8,59,AIAN,50,8263.5,Jefferson
8,59,Pooled,75,12223.39651904187,Jefferson
8,59,Hispanic,75,13310,Jefferson
8,61,Hispanic,50,5471,Kiowa
8,61,Hispanic,75,5674,Kiowa
8,61,White,75,8953,Kiowa
8,61,White,-9,11076.5,Kiowa
8,61,White,50,11076.5,Kiowa
8,61,Pooled,-9,8585.166666666666,Kiowa
8,61,Hispanic,25,5268,Kiowa
8,61,White,25,13200,Kiowa
8,61,Pooled,25,9674.666666666666,Kiowa
8,61,Pooled,50,8585.166666666666,Kiowa
8,61,Pooled,75,7495.666666666667,Kiowa
8,61,Hispanic,-9,5471,Kiowa
8,63,Pooled,75,9168.325581395349,Kit Carson
8,63,White,25,6725,Kit Carson
8,63,Hispanic,-9,7594.5,Kit Carson
8,63,White,50,8035.5,Kit Carson
8,63,Hispanic,75,7436,Kit Carson
8,63,Pooled,25,6818.454545454545,Kit Carson
8,63,Hispanic,50,7594.5,Kit Carson
8,63,Pooled,-9,7979.885057471264,Kit Carson
8,63,Hispanic,25,7753,Kit Carson
8,63,White,-9,8018.911392405063,Kit Carson
8,63,White,75,9346,Kit Carson
8,63,Pooled,50,7993.390063424948,Kit Carson
8,65,Hispanic,25,6343,Lake
8,65,White,-9,11894.08450704225,Lake
8,65,Hispanic,50,8181.5,Lake
8,65,Pooled,-9,10936.76344086022,Lake
8,65,Pooled,25,9782.644444444444,Lake
8,65,Pooled,50,10900.69722222222,Lake
8,65,Hispanic,75,10020,Lake
8,65,White,75,12480,Lake
8,65,White,25,11180,Lake
8,65,Hispanic,-9,7847.227272727273,Lake
8,65,White,50,11830,Lake
8,65,Pooled,75,12018.75,Lake
8,67,Black,25,16310,La Plata
8,67,Asian,-9,14135,La Plata
8,67,Hispanic,-9,7604.296296296297,La Plata
8,67,Black,75,27300,La Plata
8,67,White,50,11300,La Plata
8,67,AIAN,25,4992,La Plata
8,67,Asian,50,14135,La Plata
8,67,Hispanic,25,6048,La Plata
8,67,Black,50,21805,La Plata
8,67,Pooled,50,10985.11905779473,La Plata
8,67,White,75,12390,La Plata
8,67,White,-9,11444.4578313253,La Plata
8,67,White,25,10210,La Plata
8,67,AIAN,-9,4540,La Plata
8,67,AIAN,50,4540,La Plata
8,67,Black,-9,21805,La Plata
8,67,Hispanic,50,8149,La Plata
8,67,Pooled,25,9634.678414096916,La Plata
8,67,Asian,25,13360,La Plata
8,67,Pooled,-9,11096.97373737374,La Plata
8,67,Hispanic,75,10250,La Plata
8,67,Pooled,75,12335.55970149254,La Plata
8,67,AIAN,75,4088,La Plata
8,67,Asian,75,14910,La Plata
8,69,White,75,13080,Larimer
8,69,Black,50,19110,Larimer
8,69,White,25,11290,Larimer
8,69,Pooled,50,12113.97615259119,Larimer
8,69,Asian,50,15555,Larimer
8,69,Pooled,25,11050.08970976253,Larimer
8,69,Asian,25,14130,Larimer
8,69,Black,-9,18879.09090909091,Larimer
8,69,Black,25,16570,Larimer
8,69,Hispanic,-9,10949.44444444445,Larimer
8,69,White,-9,12493.83802816901,Larimer
8,69,Black,75,21650,Larimer
8,69,AIAN,25,8721,Larimer
8,69,Asian,-9,16118.37209302326,Larimer
8,69,White,50,12185,Larimer
8,69,AIAN,-9,11134.38461538462,Larimer
8,69,Pooled,75,13177.86259541985,Larimer
8,69,Pooled,-9,12429.55521187751,Larimer
8,69,Hispanic,75,13060,Larimer
8,69,Asian,75,16980,Larimer
8,69,AIAN,75,13950,Larimer
8,69,Hispanic,25,9261,Larimer
8,69,AIAN,50,11335.5,Larimer
8,69,Hispanic,50,11160.5,Larimer
8,71,AIAN,25,5673,Las Animas
8,71,White,50,10446,Las Animas
8,71,Pooled,75,10917.02857142857,Las Animas
8,71,Pooled,25,9204.137931034482,Las Animas
8,71,White,-9,10373.77272727273,Las Animas
8,71,White,75,10900,Las Animas
8,71,Pooled,-9,9848.774193548386,Las Animas
8,71,Hispanic,50,9176,Las Animas
8,71,Pooled,50,10060.58325123153,Las Animas
8,71,AIAN,75,9388,Las Animas
8,71,Hispanic,-9,8884.09756097561,Las Animas
8,71,Black,25,13750,Las Animas
8,71,Black,50,16280,Las Animas
8,71,Black,75,18810,Las Animas
8,71,AIAN,-9,7530.5,Las Animas
8,71,Hispanic,75,9924,Las Animas
8,71,White,25,9992,Las Animas
8,71,AIAN,50,7530.5,Las Animas
8,71,Hispanic,25,8428,Las Animas
8,71,Black,-9,16280,Las Animas
8,73,White,-9,8307.272727272728,Lincoln
8,73,White,50,8860,Lincoln
8,73,Hispanic,25,7744,Lincoln
8,73,White,75,10380,Lincoln
8,73,Pooled,25,7387.529411764706,Lincoln
8,73,White,25,7340,Lincoln
8,73,Hispanic,75,8496,Lincoln
8,73,Pooled,-9,8278.461538461539,Lincoln
8,73,Hispanic,50,8120,Lincoln
8,73,Pooled,50,8674.431372549021,Lincoln
8,73,Pooled,75,9961.333333333334,Lincoln
8,73,Hispanic,-9,8120,Lincoln
8,75,White,50,9666.5,Logan
8,75,AIAN,-9,9978.5,Logan
8,75,Pooled,25,7855.154838709677,Logan
8,75,AIAN,25,4547,Logan
8,75,Asian,25,17790,Logan
8,75,Hispanic,75,15890,Logan
8,75,Asian,50,26900,Logan
8,75,White,25,8213,Logan
8,75,Hispanic,50,10586.5,Logan
8,75,Asian,-9,26900,Logan
8,75,AIAN,75,15410,Logan
8,75,White,-9,9696.163265306122,Logan
8,75,Hispanic,25,5283,Logan
8,75,AIAN,50,9978.5,Logan
8,75,Hispanic,-9,7934.75,Logan
8,75,Pooled,50,10049.72530667878,Logan
8,75,Pooled,-9,9953.666666666666,Logan
8,75,White,75,11120,Logan
8,75,Pooled,75,12244.29577464789,Logan
8,75,Asian,75,36010,Logan
8,77,White,75,11560,Mesa
8,77,White,-9,10973.33333333333,Mesa
8,77,Black,75,21450,Mesa
8,77,Pooled,75,11501.96315789474,Mesa
8,77,Black,50,17055,Mesa
8,77,Asian,75,8253,Mesa
8,77,Hispanic,75,10440,Mesa
8,77,White,25,10280,Mesa
8,77,AIAN,-9,8483,Mesa
8,77,Asian,50,9201.5,Mesa
8,77,AIAN,50,8483,Mesa
8,77,Asian,25,10150,Mesa
8,77,Asian,-9,9201.5,Mesa
8,77,Pooled,25,9864.726817042607,Mesa
8,77,Hispanic,-9,8604.438502673796,Mesa
8,77,White,50,10920,Mesa
8,77,AIAN,25,6486,Mesa
8,77,AIAN,75,10480,Mesa
8,77,Pooled,-9,10711.57320024198,Mesa
8,77,Black,-9,17055,Mesa
8,77,Hispanic,50,9067,Mesa
8,77,Black,25,12660,Mesa
8,77,Hispanic,25,7694,Mesa
8,77,Pooled,50,10683.34498746867,Mesa
8,79,Pooled,-9,8189,Mineral
8,79,White,50,8189,Mineral
8,79,Pooled,25,7143,Mineral
8,79,White,75,9235,Mineral
8,79,Pooled,50,8189,Mineral
8,79,White,25,7143,Mineral
8,79,White,-9,8189,Mineral
8,79,Pooled,75,9235,Mineral
8,81,White,-9,7945.748953974896,Moffat
8,81,AIAN,25,9913,Moffat
8,81,Hispanic,25,8442,Moffat
8,81,Hispanic,50,11931,Moffat
8,81,White,75,8642,Moffat
8,81,Hispanic,75,15420,Moffat
8,81,Pooled,75,9065.947214076246,Moffat
8,81,Asian,75,13220,Moffat
8,81,Asian,50,11296,Moffat
8,81,AIAN,75,9426,Moffat
8,81,Asian,25,9372,Moffat
8,81,White,50,7651.5,Moffat
8,81,White,25,6661,Moffat
8,81,AIAN,-9,9669.5,Moffat
8,81,Pooled,50,8057.4561941028,Moffat
8,81,Pooled,-9,8317.952029520295,Moffat
8,81,Pooled,25,7048.965174129353,Moffat
8,81,AIAN,50,9669.5,Moffat
8,81,Hispanic,-9,11712.9375,Moffat
8,81,Asian,-9,11296,Moffat
8,83,Pooled,25,7465.089655172414,Montezuma
8,83,White,75,10630,Montezuma
8,83,AIAN,25,2974,Montezuma
8,83,Asian,75,14730,Montezuma
8,83,White,25,8757,Montezuma
8,83,Pooled,75,11339.28571428571,Montezuma
8,83,Hispanic,-9,8657.172413793103,Montezuma
8,83,White,50,9693.5,Montezuma
8,83,Asian,50,12600,Montezuma
8,83,Hispanic,25,5018,Montezuma
8,83,Asian,25,10470,Montezuma
8,83,Asian,-9,12600,Montezuma
8,83,Pooled,50,9402.187684729064,Montezuma
8,83,White,-9,9654.479166666666,Montezuma
8,83,AIAN,-9,5247.142857142857,Montezuma
8,83,AIAN,75,10930,Montezuma
8,83,Pooled,-9,9153.455252918287,Montezuma
8,83,AIAN,50,6952,Montezuma
8,83,Hispanic,75,18210,Montezuma
8,83,Hispanic,50,11614,Montezuma
8,85,Asian,25,9284,Montrose
8,85,Black,25,12250,Montrose
8,85,Hispanic,-9,7034.285714285715,Montrose
8,85,AIAN,50,7118.5,Montrose
8,85,AIAN,75,8307,Montrose
8,85,Pooled,25,6927.753846153846,Montrose
8,85,Pooled,-9,8664.415254237289,Montrose
8,85,Hispanic,50,9607.5,Montrose
8,85,Asian,50,9882,Montrose
8,85,Asian,75,10480,Montrose
8,85,AIAN,25,5930,Montrose
8,85,White,75,10400,Montrose
8,85,Black,-9,15055,Montrose
8,85,AIAN,-9,7118.5,Montrose
8,85,Black,50,15055,Montrose
8,85,Asian,-9,9882,Montrose
8,85,Hispanic,75,14520,Montrose
8,85,White,50,8865,Montrose
8,85,White,-9,8805.194805194806,Montrose
8,85,Pooled,50,8861.018432510886,Montrose
8,85,White,25,7330,Montrose
8,85,Pooled,75,10794.28301886793,Montrose
8,85,Hispanic,25,4695,Montrose
8,85,Black,75,17860,Montrose
8,87,Pooled,50,8546.127027903958,Morgan
8,87,Hispanic,25,5562,Morgan
8,87,Black,75,23370,Morgan
8,87,AIAN,-9,5757,Morgan
8,87,Asian,25,8300,Morgan
8,87,Black,-9,18495,Morgan
8,87,AIAN,50,5757,Morgan
8,87,Black,50,18495,Morgan
8,87,Hispanic,50,7353.5,Morgan
8,87,Pooled,25,7003.014925373134,Morgan
8,87,White,50,8827.5,Morgan
8,87,Pooled,-9,8259.353982300885,Morgan
8,87,White,25,7830,Morgan
8,87,Hispanic,75,9145,Morgan
8,87,Asian,75,16750,Morgan
8,87,Hispanic,-9,6177.828125,Morgan
8,87,White,75,9825,Morgan
8,87,Asian,50,12525,Morgan
8,87,AIAN,25,6264,Morgan
8,87,Black,25,13620,Morgan
8,87,White,-9,8827.5,Morgan
8,87,Pooled,75,10089.23913043478,Morgan
8,87,AIAN,75,5250,Morgan
8,87,Asian,-9,12525,Morgan
8,89,AIAN,-9,6157.5,Otero
8,89,Hispanic,75,15630,Otero
8,89,Pooled,75,13693.56302521008,Otero
8,89,Pooled,25,8570.803191489362,Otero
8,89,Black,-9,15075,Otero
8,89,Hispanic,-9,8775.204918032787,Otero
8,89,Hispanic,50,11228.5,Otero
8,89,Black,25,12710,Otero
8,89,Black,75,17440,Otero
8,89,Pooled,50,11132.18310834972,Otero
8,89,Hispanic,25,6827,Otero
8,89,Pooled,-9,10556.49837133551,Otero
8,89,White,-9,11836.74556213018,Otero
8,89,White,50,11845,Otero
8,89,White,75,13240,Otero
8,89,AIAN,25,5914,Otero
8,89,White,25,10450,Otero
8,89,AIAN,50,6157.5,Otero
8,89,Black,50,15075,Otero
8,89,AIAN,75,6401,Otero
8,91,White,75,7780,Ouray
8,91,White,50,9650,Ouray
8,91,Pooled,25,11351.42857142857,Ouray
8,91,White,-9,9748.421052631578,Ouray
8,91,Hispanic,25,10930,Ouray
8,91,Pooled,-9,10102.96296296296,Ouray
8,91,Hispanic,-9,10945,Ouray
8,91,White,25,11520,Ouray
8,91,Hispanic,75,10960,Ouray
8,91,Pooled,50,10054.94505494506,Ouray
8,91,Hispanic,50,10945,Ouray
8,91,Pooled,75,8758.461538461539,Ouray
8,93,Black,25,17710,Park
8,93,Hispanic,-9,8660,Park
8,93,Asian,50,9841,Park
8,93,Black,-9,18685,Park
8,93,Pooled,25,9612.901408450703,Park
8,93,Pooled,75,12533.03278688525,Park
8,93,Asian,-9,9841,Park
8,93,White,75,12500,Park
8,93,Pooled,-9,11458.78756476684,Park
8,93,Asian,75,11040,Park
8,93,White,25,9211,Park
8,93,Hispanic,75,8746,Park
8,93,White,-9,11357.7125748503,Park
8,93,Hispanic,50,8660,Park
8,93,Black,50,18685,Park
8,93,Hispanic,25,8574,Park
8,93,Black,75,19660,Park
8,93,Pooled,50,11072.96709766797,Park
8,93,Asian,25,8642,Park
8,93,White,50,10855.5,Park
8,95,White,75,12090,Phillips
8,95,Hispanic,25,4415,Phillips
8,95,Hispanic,75,9561,Phillips
8,95,Pooled,25,6578.887323943662,Phillips
8,95,Hispanic,50,6988,Phillips
8,95,White,-9,9160.781818181818,Phillips
8,95,Pooled,-9,8855.234375,Phillips
8,95,Pooled,50,9134.785767234989,Phillips
8,95,Pooled,75,11690.68421052631,Phillips
8,95,White,25,6893,Phillips
8,95,White,50,9491.5,Phillips
8,95,Hispanic,-9,6988,Phillips
8,97,White,75,17900,Pitkin
8,97,Hispanic,75,9882,Pitkin
8,97,White,50,13922.5,Pitkin
8,97,Asian,-9,9221.5,Pitkin
8,97,Pooled,75,16680.92307692308,Pitkin
8,97,White,25,9945,Pitkin
8,97,Asian,25,8373,Pitkin
8,97,White,-9,15414.0625,Pitkin
8,97,Pooled,50,12736.24725274725,Pitkin
8,97,Hispanic,50,6662.5,Pitkin
8,97,Asian,75,10070,Pitkin
8,97,Pooled,-9,13919.65,Pitkin
8,97,Asian,50,9221.5,Pitkin
8,97,Hispanic,-9,6662.5,Pitkin
8,97,Hispanic,25,3443,Pitkin
8,97,Pooled,25,8791.571428571429,Pitkin
8,99,Hispanic,-9,7671.301587301587,Prowers
8,99,Asian,75,21780,Prowers
8,99,Hispanic,25,6451,Prowers
8,99,White,-9,9535.785185185185,Prowers
8,99,Hispanic,75,13440,Prowers
8,99,Pooled,75,11926.57534246575,Prowers
8,99,Pooled,25,7949.947368421052,Prowers
8,99,Asian,25,17560,Prowers
8,99,Pooled,50,9938.261355443403,Prowers
8,99,Asian,50,19670,Prowers
8,99,Asian,-9,19670,Prowers
8,99,White,75,10960,Prowers
8,99,White,25,8463,Prowers
8,99,Pooled,-9,9359.140776699029,Prowers
8,99,White,50,9711.5,Prowers
8,99,Hispanic,50,9945.5,Prowers
8,101,AIAN,50,15747.5,Pueblo
8,101,Pooled,50,12262.21589405191,Pueblo
8,101,Pooled,-9,11998.04760594386,Pueblo
8,101,Black,75,20430,Pueblo
8,101,Asian,50,17305,Pueblo
8,101,AIAN,-9,15747.5,Pueblo
8,101,Hispanic,75,16540,Pueblo
8,101,Hispanic,50,12957,Pueblo
8,101,AIAN,25,9445,Pueblo
8,101,White,25,10040,Pueblo
8,101,Pooled,25,9775.201492537313,Pueblo
8,101,AIAN,75,22050,Pueblo
8,101,Asian,25,20030,Pueblo
8,101,Hispanic,25,9374,Pueblo
8,101,Hispanic,-9,11731.84516129032,Pueblo
8,101,Pooled,75,14749.2302955665,Pueblo
8,101,Black,-9,15083.33333333333,Pueblo
8,101,Black,25,12410,Pueblo
8,101,Black,50,16420,Pueblo
8,101,White,-9,12048.8,Pueblo
8,101,Asian,75,14580,Pueblo
8,101,Asian,-9,17305,Pueblo
8,101,White,50,11900,Pueblo
8,101,White,75,13760,Pueblo
8,103,White,50,7459.5,Rio Blanco
8,103,White,25,8501,Rio Blanco
8,103,White,75,6418,Rio Blanco
8,103,White,-9,7151.784090909091,Rio Blanco
8,103,Hispanic,25,6911,Rio Blanco
8,103,Pooled,25,8319.285714285714,Rio Blanco
8,103,Hispanic,-9,8625.5,Rio Blanco
8,103,Pooled,-9,7274.59375,Rio Blanco
8,103,Pooled,75,6675.180327868852,Rio Blanco
8,103,Hispanic,50,8625.5,Rio Blanco
8,103,Pooled,50,7497.233021077283,Rio Blanco
8,103,Hispanic,75,10340,Rio Blanco
8,105,Hispanic,-9,7772.115942028986,Rio Grande
8,105,AIAN,75,5784,Rio Grande
8,105,AIAN,50,4722.5,Rio Grande
8,105,Pooled,75,9829.898305084746,Rio Grande
8,105,Pooled,25,7545.962264150943,Rio Grande
8,105,AIAN,25,3661,Rio Grande
8,105,White,-9,9156.59090909091,Rio Grande
8,105,Pooled,-9,8362.642424242424,Rio Grande
8,105,White,25,9442,Rio Grande
8,105,Hispanic,25,6266,Rio Grande
8,105,AIAN,-9,4722.5,Rio Grande
8,105,Hispanic,75,14260,Rio Grande
8,105,Hispanic,50,10263,Rio Grande
8,105,White,75,8844,Rio Grande
8,105,Pooled,50,8687.930284617843,Rio Grande
8,105,White,50,9143,Rio Grande
8,107,Asian,75,30010,Routt
8,107,Pooled,25,6392.608695652174,Routt
8,107,White,75,12120,Routt
8,107,Pooled,-9,11072.62295081967,Routt
8,107,Hispanic,75,11190,Routt
8,107,Asian,25,-7084,Routt
8,107,Hispanic,50,10404.5,Routt
8,107,White,-9,11122,Routt
8,107,Pooled,75,13905.26315789474,Routt
8,107,Asian,-9,11463,Routt
8,107,Pooled,50,10148.93592677345,Routt
8,107,White,25,9126,Routt
8,107,Asian,50,11463,Routt
8,107,Hispanic,-9,10404.5,Routt
8,107,Hispanic,25,9619,Routt
8,107,White,50,10623,Routt
8,109,AIAN,75,8567,Saguache
8,109,White,-9,9222.222222222223,Saguache
8,109,Pooled,25,7071.846153846154,Saguache
8,109,Hispanic,75,13480,Saguache
8,109,White,50,9363,Saguache
8,109,AIAN,-9,6821,Saguache
8,109,White,75,10630,Saguache
8,109,Pooled,75,10907.15151515152,Saguache
8,109,AIAN,25,5075,Saguache
8,109,Pooled,-9,8829.694444444445,Saguache
8,109,AIAN,50,6821,Saguache
8,109,Pooled,50,8989.498834498834,Saguache
8,109,White,25,8096,Saguache
8,109,Hispanic,50,10071,Saguache
8,109,Hispanic,-9,9730.1,Saguache
8,109,Hispanic,25,6662,Saguache
8,111,Pooled,25,4764,San Juan
8,111,White,75,6024,San Juan
8,111,White,50,6117.5,San Juan
8,111,Pooled,50,10373,San Juan
8,111,Pooled,75,15982,San Juan
8,111,White,-9,6117.5,San Juan
8,111,Hispanic,25,3317,San Juan
8,111,Hispanic,75,25940,San Juan
8,111,Hispanic,50,14628.5,San Juan
8,111,Hispanic,-9,14628.5,San Juan
8,111,White,25,6211,San Juan
8,111,Pooled,-9,10373,San Juan
8,113,Hispanic,75,14770,San Miguel
8,113,White,-9,8473,San Miguel
8,113,White,75,11460,San Miguel
8,113,Pooled,50,8793.631578947368,San Miguel
8,113,Pooled,-9,8793.631578947368,San Miguel
8,113,White,25,5486,San Miguel
8,113,Pooled,25,4733.578947368421,San Miguel
8,113,Hispanic,-9,9234.5,San Miguel
8,113,White,50,8473,San Miguel
8,113,Hispanic,50,9234.5,San Miguel
8,113,Pooled,75,12853.68421052631,San Miguel
8,113,Hispanic,25,3699,San Miguel
8,115,White,-9,8641.379310344828,Sedgwick
8,115,White,25,9656,Sedgwick
8,115,White,75,7204,Sedgwick
8,115,Pooled,25,9490.285714285714,Sedgwick
8,115,Pooled,-9,8605.513513513513,Sedgwick
8,115,Hispanic,25,8786,Sedgwick
8,115,Hispanic,75,8165,Sedgwick
8,115,Hispanic,-9,8475.5,Sedgwick
8,115,Hispanic,50,8475.5,Sedgwick
8,115,Pooled,75,7444.25,Sedgwick
8,115,White,50,8430,Sedgwick
8,115,Pooled,50,8467.267857142857,Sedgwick
8,117,Hispanic,50,7015,Summit
8,117,Asian,25,16510,Summit
8,117,White,25,10050,Summit
8,117,Asian,75,14670,Summit
8,117,White,50,10765,Summit
8,117,Asian,50,15590,Summit
8,117,White,75,11480,Summit
8,117,Pooled,75,11465.50943396226,Summit
8,117,Pooled,25,10629.61290322581,Summit
8,117,Hispanic,75,8194,Summit
8,117,Hispanic,25,5836,Summit
8,117,White,-9,11067.5,Summit
8,117,Pooled,-9,11157.02380952381,Summit
8,117,Pooled,50,11047.56116859403,Summit
8,117,Hispanic,-9,7015,Summit
8,117,Asian,-9,15590,Summit
8,119,Hispanic,75,10280,Teller
8,119,Pooled,-9,13429.70208333333,Teller
8,119,White,25,11360,Teller
8,119,Pooled,25,11477.86033519553,Teller
8,119,Asian,50,9539,Teller
8,119,Pooled,75,14590.43189368771,Teller
8,119,Hispanic,-9,9228.5,Teller
8,119,Asian,-9,9539,Teller
8,119,White,75,14240,Teller
8,119,White,50,12800,Teller
8,119,AIAN,75,9150,Teller
8,119,Black,-9,28160,Teller
8,119,Black,75,40430,Teller
8,119,Pooled,50,13034.14611444162,Teller
8,119,AIAN,-9,12630,Teller
8,119,Hispanic,25,8177,Teller
8,119,White,-9,13224.34782608696,Teller
8,119,Black,50,28160,Teller
8,119,AIAN,50,12630,Teller
8,119,AIAN,25,16110,Teller
8,119,Hispanic,50,9228.5,Teller
8,119,Asian,25,8298,Teller
8,119,Black,25,15890,Teller
8,119,Asian,75,10780,Teller
8,121,Hispanic,-9,10790.5,Washington
8,121,Pooled,-9,9543.112676056338,Washington
8,121,White,25,8601,Washington
8,121,Pooled,25,8376.609756097561,Washington
8,121,Pooled,75,11137.33333333333,Washington
8,121,White,-9,9384.714285714286,Washington
8,121,Hispanic,50,10790.5,Washington
8,121,Pooled,50,9756.971544715449,Washington
8,121,Hispanic,75,15280,Washington
8,121,Hispanic,25,6301,Washington
8,121,White,50,9550.5,Washington
8,121,White,75,10500,Washington
8,123,Asian,25,12620,Weld
8,123,AIAN,25,8590,Weld
8,123,White,25,8539,Weld
8,123,Black,50,17352,Weld
8,123,White,75,10300,Weld
8,123,Hispanic,25,5677,Weld
8,123,AIAN,75,7448,Weld
8,123,Hispanic,75,10980,Weld
8,123,White,-9,9623.950464396285,Weld
8,123,Hispanic,50,8328.5,Weld
8,123,Black,25,9604,Weld
8,123,Black,75,25100,Weld
8,123,Asian,50,14310,Weld
8,123,Asian,75,16000,Weld
8,123,Pooled,50,8924.260668640531,Weld
8,123,Pooled,75,10495.25970149254,Weld
8,123,AIAN,-9,8019,Weld
8,123,Pooled,-9,8969.756910925844,Weld
8,123,Asian,-9,14430.71428571429,Weld
8,123,Black,-9,17352,Weld
8,123,AIAN,50,8019,Weld
8,123,Pooled,25,7353.261635788523,Weld
8,123,White,50,9419.5,Weld
8,123,Hispanic,-9,7023.793650793651,Weld
8,125,White,-9,8928.687022900764,Yuma
8,125,Pooled,25,7261.636363636364,Yuma
8,125,Pooled,75,11335.38461538462,Yuma
8,125,Hispanic,50,12064,Yuma
8,125,Hispanic,-9,11480.72727272727,Yuma
8,125,White,75,10740,Yuma
8,125,Hispanic,75,18480,Yuma
8,125,White,25,7398,Yuma
8,125,Hispanic,25,5648,Yuma
8,125,White,50,9069,Yuma
8,125,Pooled,50,9298.510489510489,Yuma
8,125,Pooled,-9,9126.380281690141,Yuma
9,1,Asian,75,14580,Fairfield
9,1,Black,-9,18913.39285714286,Fairfield
9,1,Hispanic,75,14450,Fairfield
9,1,Black,25,17010,Fairfield
9,1,Pooled,-9,11471.49946797191,Fairfield
9,1,Hispanic,25,8210,Fairfield
9,1,Black,75,22620,Fairfield
9,1,AIAN,25,9578,Fairfield
9,1,White,50,9790,Fairfield
9,1,White,25,8930,Fairfield
9,1,Black,50,19815,Fairfield
9,1,Asian,25,11560,Fairfield
9,1,White,-9,10320.80118694362,Fairfield
9,1,AIAN,-9,11694,Fairfield
9,1,Asian,50,13070,Fairfield
9,1,Pooled,25,10895.22430863776,Fairfield
9,1,Pooled,75,11732.42232184263,Fairfield
9,1,White,75,10650,Fairfield
9,1,Asian,-9,13469.70588235294,Fairfield
9,1,AIAN,75,13810,Fairfield
9,1,Hispanic,50,11330,Fairfield
9,1,AIAN,50,11694,Fairfield
9,1,Hispanic,-9,10412.35294117647,Fairfield
9,1,Pooled,50,11313.8233152402,Fairfield
9,3,AIAN,75,11850,Hartford
9,3,Black,-9,21170.76923076923,Hartford
9,3,White,75,11420,Hartford
9,3,Pooled,-9,12210.51573244426,Hartford
9,3,White,-9,10891.64326647564,Hartford
9,3,Asian,25,13180,Hartford
9,3,Hispanic,25,8550,Hartford
9,3,White,25,9071,Hartford
9,3,Black,50,22300,Hartford
9,3,Hispanic,75,14900,Hartford
9,3,AIAN,25,6224,Hartford
9,3,Black,25,18630,Hartford
9,3,Pooled,50,11987.76845690593,Hartford
9,3,White,50,10245.5,Hartford
9,3,Asian,-9,15877.67441860465,Hartford
9,3,Hispanic,50,11725,Hartford
9,3,Asian,50,15355,Hartford
9,3,AIAN,50,9037,Hartford
9,3,AIAN,-9,9037,Hartford
